competitor_id,name,country,country_code,abbreviation,raw_json
sr:competitor:59662,"Sanchez, Ana Sofia",Mexico,MEX,SAN,"{""id"": ""sr:competitor:59662"", ""name"": ""Sanchez, Ana Sofia"", ""country"": ""Mexico"", ""country_code"": ""MEX"", ""abbreviation"": ""SAN""}"
sr:competitor:355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS,"{""id"": ""sr:competitor:355958"", ""name"": ""Visscher, Stephanie Judith"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""VIS""}"
sr:competitor:104929,"Tona, Miriana",Italy,ITA,TON,"{""id"": ""sr:competitor:104929"", ""name"": ""Tona, Miriana"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""TON""}"
sr:competitor:813490,"Hobgarski, Katharina",Germany,DEU,HOB,"{""id"": ""sr:competitor:813490"", ""name"": ""Hobgarski, Katharina"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""HOB""}"
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY,"{""id"": ""sr:competitor:165866"", ""name"": ""Miyazaki, Yuriko Lily"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""MIY""}"
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE,DUE,"{""id"": ""sr:competitor:138654"", ""name"": ""Duerst, Jenny"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""DUE""}"
sr:competitor:337813,"Riera, Julia",Argentina,ARG,RIE,"{""id"": ""sr:competitor:337813"", ""name"": ""Riera, Julia"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""RIE""}"
sr:competitor:731441,"Vargova, Nina",Slovakia,SVK,VAR,"{""id"": ""sr:competitor:731441"", ""name"": ""Vargova, Nina"", ""country"": ""Slovakia"", ""country_code"": ""SVK"", ""abbreviation"": ""VAR""}"
sr:competitor:233266,"Ovcharenko, Ekaterina",Neutral,,OVC,"{""id"": ""sr:competitor:233266"", ""name"": ""Ovcharenko, Ekaterina"", ""country"": ""Neutral"", ""abbreviation"": ""OVC""}"
sr:competitor:936009,"van Emst, Sarah",Netherlands,NLD,VAN,"{""id"": ""sr:competitor:936009"", ""name"": ""van Emst, Sarah"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""VAN""}"
sr:competitor:46661,"Gamiz, Andrea",Venezuela,VEN,GAM,"{""id"": ""sr:competitor:46661"", ""name"": ""Gamiz, Andrea"", ""country"": ""Venezuela"", ""country_code"": ""VEN"", ""abbreviation"": ""GAM""}"
sr:competitor:501894,"Vidmanova, Darja",Czechia,CZE,VID,"{""id"": ""sr:competitor:501894"", ""name"": ""Vidmanova, Darja"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""VID""}"
sr:competitor:20158,"Webley-Smith, Emily",Great Britain,GBR,WEB,"{""id"": ""sr:competitor:20158"", ""name"": ""Webley-Smith, Emily"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""WEB""}"
sr:competitor:23688,"Moore, Tara",Great Britain,GBR,MOO,"{""id"": ""sr:competitor:23688"", ""name"": ""Moore, Tara"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""MOO""}"
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS,"{""id"": ""sr:competitor:192108"", ""name"": ""Yastremska, Dayana"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""YAS""}"
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA,"{""id"": ""sr:competitor:82609"", ""name"": ""Grammatikopoulou, Valentini"", ""country"": ""Greece"", ""country_code"": ""GRC"", ""abbreviation"": ""GRA""}"
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW,"{""id"": ""sr:competitor:42492"", ""name"": ""Kawa, Katarzyna"", ""country"": ""Poland"", ""country_code"": ""POL"", ""abbreviation"": ""KAW""}"
sr:competitor:102191,"Aksu, Ayla",Turkiye,TUR,AKS,"{""id"": ""sr:competitor:102191"", ""name"": ""Aksu, Ayla"", ""country"": ""Turkiye"", ""country_code"": ""TUR"", ""abbreviation"": ""AKS""}"
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN,YAM,"{""id"": ""sr:competitor:496378"", ""name"": ""Yamazaki, Ikumi"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""YAM""}"
sr:competitor:51315,"Anderson, Robin",USA,USA,AND,"{""id"": ""sr:competitor:51315"", ""name"": ""Anderson, Robin"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""AND""}"
sr:competitor:409673,"Zelnickova, Radka",Slovakia,SVK,ZEL,"{""id"": ""sr:competitor:409673"", ""name"": ""Zelnickova, Radka"", ""country"": ""Slovakia"", ""country_code"": ""SVK"", ""abbreviation"": ""ZEL""}"
sr:competitor:244985,"Lahey, Ashley",USA,USA,LAH,"{""id"": ""sr:competitor:244985"", ""name"": ""Lahey, Ashley"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""LAH""}"
sr:competitor:61922,"Drazic, Mariana",Croatia,HRV,DRA,"{""id"": ""sr:competitor:61922"", ""name"": ""Drazic, Mariana"", ""country"": ""Croatia"", ""country_code"": ""HRV"", ""abbreviation"": ""DRA""}"
sr:competitor:242504,"Mattel, Marie",France,FRA,MAT,"{""id"": ""sr:competitor:242504"", ""name"": ""Mattel, Marie"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""MAT""}"
sr:competitor:387110,"Lacasse, Raphaelle",Canada,CAN,LAC,"{""id"": ""sr:competitor:387110"", ""name"": ""Lacasse, Raphaelle"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""LAC""}"
sr:competitor:41359,"Yashina, Ekaterina",Neutral,,YAS,"{""id"": ""sr:competitor:41359"", ""name"": ""Yashina, Ekaterina"", ""country"": ""Neutral"", ""abbreviation"": ""YAS""}"
sr:competitor:78431,"Lodikova, Daria",Neutral,,LOD,"{""id"": ""sr:competitor:78431"", ""name"": ""Lodikova, Daria"", ""country"": ""Neutral"", ""abbreviation"": ""LOD""}"
sr:competitor:164852,"Okalova, Martina",Slovakia,SVK,OKA,"{""id"": ""sr:competitor:164852"", ""name"": ""Okalova, Martina"", ""country"": ""Slovakia"", ""country_code"": ""SVK"", ""abbreviation"": ""OKA""}"
sr:competitor:799662,"Lincer, Olivia",Poland,POL,LIN,"{""id"": ""sr:competitor:799662"", ""name"": ""Lincer, Olivia"", ""country"": ""Poland"", ""country_code"": ""POL"", ""abbreviation"": ""LIN""}"
sr:competitor:52025,"Wang, Yafan",China,CHN,WAN,"{""id"": ""sr:competitor:52025"", ""name"": ""Wang, Yafan"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""WAN""}"
sr:competitor:978809,"Grant, Tyra Caterina",Italy,ITA,GRA,"{""id"": ""sr:competitor:978809"", ""name"": ""Grant, Tyra Caterina"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""GRA""}"
sr:competitor:106341,"Knutson, Gabriela",Czechia,CZE,KNU,"{""id"": ""sr:competitor:106341"", ""name"": ""Knutson, Gabriela"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""KNU""}"
sr:competitor:79443,"Cabrera, Lizette",Australia,AUS,CAB,"{""id"": ""sr:competitor:79443"", ""name"": ""Cabrera, Lizette"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""CAB""}"
sr:competitor:789688,"Ngounoue, Clervie",USA,USA,NGO,"{""id"": ""sr:competitor:789688"", ""name"": ""Ngounoue, Clervie"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""NGO""}"
sr:competitor:98523,"Ye, Qiu Yu",China,CHN,QIU,"{""id"": ""sr:competitor:98523"", ""name"": ""Ye, Qiu Yu"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""QIU""}"
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR,BOU,"{""id"": ""sr:competitor:62924"", ""name"": ""Boulter, Katie"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""BOU""}"
sr:competitor:750329,"Candiotto, Ana",Brazil,BRA,CAN,"{""id"": ""sr:competitor:750329"", ""name"": ""Candiotto, Ana"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""CAN""}"
sr:competitor:412817,"Pigato, Lisa",Italy,ITA,PIG,"{""id"": ""sr:competitor:412817"", ""name"": ""Pigato, Lisa"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""PIG""}"
sr:competitor:54397,"Tig, Patricia Maria",Romania,ROU,TIG,"{""id"": ""sr:competitor:54397"", ""name"": ""Tig, Patricia Maria"", ""country"": ""Romania"", ""country_code"": ""ROU"", ""abbreviation"": ""TIG""}"
sr:competitor:198498,"Hutchinson, Holly",Great Britain,GBR,HUT,"{""id"": ""sr:competitor:198498"", ""name"": ""Hutchinson, Holly"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""HUT""}"
sr:competitor:329009,"Ryser, Valentina",Switzerland,CHE,RYS,"{""id"": ""sr:competitor:329009"", ""name"": ""Ryser, Valentina"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""RYS""}"
sr:competitor:662257,"Havlickova, Lucie",Czechia,CZE,HAV,"{""id"": ""sr:competitor:662257"", ""name"": ""Havlickova, Lucie"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""HAV""}"
sr:competitor:118052,"Oz, Ipek",Turkiye,TUR,IPE,"{""id"": ""sr:competitor:118052"", ""name"": ""Oz, Ipek"", ""country"": ""Turkiye"", ""country_code"": ""TUR"", ""abbreviation"": ""IPE""}"
sr:competitor:882091,"Valdmannova, Vendula",Czechia,CZE,VAL,"{""id"": ""sr:competitor:882091"", ""name"": ""Valdmannova, Vendula"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""VAL""}"
sr:competitor:801420,"Fontenel, Chelsea",Switzerland,CHE,FON,"{""id"": ""sr:competitor:801420"", ""name"": ""Fontenel, Chelsea"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""FON""}"
sr:competitor:41404,"Watson, Heather",Great Britain,GBR,WAT,"{""id"": ""sr:competitor:41404"", ""name"": ""Watson, Heather"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""WAT""}"
sr:competitor:192572,"Portillo Ramirez, Maria Jose",Mexico,MEX,POR,"{""id"": ""sr:competitor:192572"", ""name"": ""Portillo Ramirez, Maria Jose"", ""country"": ""Mexico"", ""country_code"": ""MEX"", ""abbreviation"": ""POR""}"
sr:competitor:246945,"Da Silva Fick, Gabriella",Australia,AUS,DA,"{""id"": ""sr:competitor:246945"", ""name"": ""Da Silva Fick, Gabriella"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""DA""}"
sr:competitor:42339,"Garcia, Caroline",France,FRA,GAR,"{""id"": ""sr:competitor:42339"", ""name"": ""Garcia, Caroline"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""GAR""}"
sr:competitor:506786,"Zamarripa, Allura",USA,USA,ZAM,"{""id"": ""sr:competitor:506786"", ""name"": ""Zamarripa, Allura"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""ZAM""}"
sr:competitor:341196,"Back, Dayeon",Republic of Korea,KOR,BAC,"{""id"": ""sr:competitor:341196"", ""name"": ""Back, Dayeon"", ""country"": ""Republic of Korea"", ""country_code"": ""KOR"", ""abbreviation"": ""BAC""}"
sr:competitor:827398,"Stankovic, Anja",Serbia,SRB,STA,"{""id"": ""sr:competitor:827398"", ""name"": ""Stankovic, Anja"", ""country"": ""Serbia"", ""country_code"": ""SRB"", ""abbreviation"": ""STA""}"
sr:competitor:137948,"Chang, Hanna",USA,USA,CHA,"{""id"": ""sr:competitor:137948"", ""name"": ""Chang, Hanna"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""CHA""}"
sr:competitor:286459,"Allen, Victoria",Great Britain,GBR,ALL,"{""id"": ""sr:competitor:286459"", ""name"": ""Allen, Victoria"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""ALL""}"
sr:competitor:476218,"Kawaguchi, Natsumi",Japan,JPN,KAW,"{""id"": ""sr:competitor:476218"", ""name"": ""Kawaguchi, Natsumi"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""KAW""}"
sr:competitor:122668,"Daniel, Jaeda",USA,USA,DAN,"{""id"": ""sr:competitor:122668"", ""name"": ""Daniel, Jaeda"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""DAN""}"
sr:competitor:49118,"Harrison, Catherine",USA,USA,HAR,"{""id"": ""sr:competitor:49118"", ""name"": ""Harrison, Catherine"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""HAR""}"
sr:competitor:673491,"Szabo, Briana",Romania,ROU,SZA,"{""id"": ""sr:competitor:673491"", ""name"": ""Szabo, Briana"", ""country"": ""Romania"", ""country_code"": ""ROU"", ""abbreviation"": ""SZA""}"
sr:competitor:67194,"Kolb, Maryna",Ukraine,UKR,KOL,"{""id"": ""sr:competitor:67194"", ""name"": ""Kolb, Maryna"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""KOL""}"
sr:competitor:32862,"Diatchenko, Vitalia",Neutral,,DIA,"{""id"": ""sr:competitor:32862"", ""name"": ""Diatchenko, Vitalia"", ""country"": ""Neutral"", ""abbreviation"": ""DIA""}"
sr:competitor:345134,"Lee, Ya-Hsin",Chinese Taipei,TPE,LEE,"{""id"": ""sr:competitor:345134"", ""name"": ""Lee, Ya-Hsin"", ""country"": ""Chinese Taipei"", ""country_code"": ""TPE"", ""abbreviation"": ""LEE""}"
sr:competitor:65610,"Wagner, Anita",Bosnia & Herzegovina,BIH,WAG,"{""id"": ""sr:competitor:65610"", ""name"": ""Wagner, Anita"", ""country"": ""Bosnia & Herzegovina"", ""country_code"": ""BIH"", ""abbreviation"": ""WAG""}"
sr:competitor:265553,"Naito, Yuki",Japan,JPN,NAI,"{""id"": ""sr:competitor:265553"", ""name"": ""Naito, Yuki"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""NAI""}"
sr:competitor:499484,"Montgomery, Robin",USA,USA,MON,"{""id"": ""sr:competitor:499484"", ""name"": ""Montgomery, Robin"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MON""}"
sr:competitor:380396,"Kalieva, Elvina",USA,USA,KAL,"{""id"": ""sr:competitor:380396"", ""name"": ""Kalieva, Elvina"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KAL""}"
sr:competitor:60028,"Zeballos Melgar, Noelia",Bolivia,BOL,ZEM,"{""id"": ""sr:competitor:60028"", ""name"": ""Zeballos Melgar, Noelia"", ""country"": ""Bolivia"", ""country_code"": ""BOL"", ""abbreviation"": ""ZEM""}"
sr:competitor:194690,"Mateas, Maria",USA,USA,MAT,"{""id"": ""sr:competitor:194690"", ""name"": ""Mateas, Maria"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MAT""}"
sr:competitor:54983,"Morderger, Tayisiya",Germany,DEU,MOR,"{""id"": ""sr:competitor:54983"", ""name"": ""Morderger, Tayisiya"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""MOR""}"
sr:competitor:63238,"Morderger, Yana",Germany,DEU,MOR,"{""id"": ""sr:competitor:63238"", ""name"": ""Morderger, Yana"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""MOR""}"
sr:competitor:378226,"Crawley, Fiona",USA,USA,CRA,"{""id"": ""sr:competitor:378226"", ""name"": ""Crawley, Fiona"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""CRA""}"
sr:competitor:254553,"Nagy, Adrienn",Hungary,HUN,NAG,"{""id"": ""sr:competitor:254553"", ""name"": ""Nagy, Adrienn"", ""country"": ""Hungary"", ""country_code"": ""HUN"", ""abbreviation"": ""NAG""}"
sr:competitor:1115539,"Panshina, Varvara",Neutral,,PAN,"{""id"": ""sr:competitor:1115539"", ""name"": ""Panshina, Varvara"", ""country"": ""Neutral"", ""abbreviation"": ""PAN""}"
sr:competitor:445209,"Xiao, Zhenghua",China,CHN,XIA,"{""id"": ""sr:competitor:445209"", ""name"": ""Xiao, Zhenghua"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""XIA""}"
sr:competitor:170880,"Kononova, Maria",Neutral,,KON,"{""id"": ""sr:competitor:170880"", ""name"": ""Kononova, Maria"", ""country"": ""Neutral"", ""abbreviation"": ""KON""}"
sr:competitor:395740,"Bhamidipaty, Shrivalli Rashmikaa",India,IND,BHA,"{""id"": ""sr:competitor:395740"", ""name"": ""Bhamidipaty, Shrivalli Rashmikaa"", ""country"": ""India"", ""country_code"": ""IND"", ""abbreviation"": ""BHA""}"
sr:competitor:152766,"Helgo, Malene",Norway,NOR,HEL,"{""id"": ""sr:competitor:152766"", ""name"": ""Helgo, Malene"", ""country"": ""Norway"", ""country_code"": ""NOR"", ""abbreviation"": ""HEL""}"
sr:competitor:352784,"Adeshina, Esther",Great Britain,GBR,ADE,"{""id"": ""sr:competitor:352784"", ""name"": ""Adeshina, Esther"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""ADE""}"
sr:competitor:436690,"Tkacheva, Mariia",Neutral,,TKA,"{""id"": ""sr:competitor:436690"", ""name"": ""Tkacheva, Mariia"", ""country"": ""Neutral"", ""abbreviation"": ""TKA""}"
sr:competitor:47876,"Shinikova, Isabella",Bulgaria,BGR,SHI,"{""id"": ""sr:competitor:47876"", ""name"": ""Shinikova, Isabella"", ""country"": ""Bulgaria"", ""country_code"": ""BGR"", ""abbreviation"": ""SHI""}"
sr:competitor:108857,"Lewis, Mary",USA,USA,LEW,"{""id"": ""sr:competitor:108857"", ""name"": ""Lewis, Mary"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""LEW""}"
sr:competitor:858867,"Pace, Francesca",Italy,ITA,PAC,"{""id"": ""sr:competitor:858867"", ""name"": ""Pace, Francesca"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""PAC""}"
sr:competitor:813176,"Mboko, Victoria",Canada,CAN,MBO,"{""id"": ""sr:competitor:813176"", ""name"": ""Mboko, Victoria"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""MBO""}"
sr:competitor:206995,"Rosca, Christina",USA,USA,ROS,"{""id"": ""sr:competitor:206995"", ""name"": ""Rosca, Christina"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""ROS""}"
sr:competitor:98607,"Chang, Sophie",USA,USA,CHA,"{""id"": ""sr:competitor:98607"", ""name"": ""Chang, Sophie"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""CHA""}"
sr:competitor:720627,"Senic, Natalija",Serbia,SRB,SEN,"{""id"": ""sr:competitor:720627"", ""name"": ""Senic, Natalija"", ""country"": ""Serbia"", ""country_code"": ""SRB"", ""abbreviation"": ""SEN""}"
sr:competitor:156098,"Arakawa, Haruna",Japan,JPN,ARA,"{""id"": ""sr:competitor:156098"", ""name"": ""Arakawa, Haruna"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""ARA""}"
sr:competitor:47948,"Rosolska, Alicja",Poland,POL,ROS,"{""id"": ""sr:competitor:47948"", ""name"": ""Rosolska, Alicja"", ""country"": ""Poland"", ""country_code"": ""POL"", ""abbreviation"": ""ROS""}"
sr:competitor:71730,"Kulikov, Angela",USA,USA,KUL,"{""id"": ""sr:competitor:71730"", ""name"": ""Kulikov, Angela"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KUL""}"
sr:competitor:620340,"Korokozidi, Elena",Greece,GRC,KOR,"{""id"": ""sr:competitor:620340"", ""name"": ""Korokozidi, Elena"", ""country"": ""Greece"", ""country_code"": ""GRC"", ""abbreviation"": ""KOR""}"
sr:competitor:46528,"Perrin, Conny",Switzerland,CHE,PER,"{""id"": ""sr:competitor:46528"", ""name"": ""Perrin, Conny"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""PER""}"
sr:competitor:182056,"Robbe, Alice",France,FRA,ROB,"{""id"": ""sr:competitor:182056"", ""name"": ""Robbe, Alice"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""ROB""}"
sr:competitor:280989,"Kawamura, Mana",Japan,JPN,KAW,"{""id"": ""sr:competitor:280989"", ""name"": ""Kawamura, Mana"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""KAW""}"
sr:competitor:18919,"Lepchenko, Varvara",USA,USA,LEP,"{""id"": ""sr:competitor:18919"", ""name"": ""Lepchenko, Varvara"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""LEP""}"
sr:competitor:233748,"El Jardi, Diae",Morocco,MAR,EL,"{""id"": ""sr:competitor:233748"", ""name"": ""El Jardi, Diae"", ""country"": ""Morocco"", ""country_code"": ""MAR"", ""abbreviation"": ""EL""}"
sr:competitor:72860,"Kim, Na Ri",Republic of Korea,KOR,KIM,"{""id"": ""sr:competitor:72860"", ""name"": ""Kim, Na Ri"", ""country"": ""Republic of Korea"", ""country_code"": ""KOR"", ""abbreviation"": ""KIM""}"
sr:competitor:185412,"Labrana, Fernanda",Chile,CHL,LAB,"{""id"": ""sr:competitor:185412"", ""name"": ""Labrana, Fernanda"", ""country"": ""Chile"", ""country_code"": ""CHL"", ""abbreviation"": ""LAB""}"
sr:competitor:938103,"Hamilton, Alanis",USA,USA,HAM,"{""id"": ""sr:competitor:938103"", ""name"": ""Hamilton, Alanis"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""HAM""}"
sr:competitor:107327,"In-Albon, Ylena",Switzerland,CHE,IN-,"{""id"": ""sr:competitor:107327"", ""name"": ""In-Albon, Ylena"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""IN-""}"
sr:competitor:878645,"Osuigwe, Victoria",USA,USA,OSU,"{""id"": ""sr:competitor:878645"", ""name"": ""Osuigwe, Victoria"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""OSU""}"
sr:competitor:201105,"Yuan, Chengyiyi",China,CHN,YUA,"{""id"": ""sr:competitor:201105"", ""name"": ""Yuan, Chengyiyi"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""YUA""}"
sr:competitor:448613,"Falkner, Ziva",Slovenia,SVN,FAL,"{""id"": ""sr:competitor:448613"", ""name"": ""Falkner, Ziva"", ""country"": ""Slovenia"", ""country_code"": ""SVN"", ""abbreviation"": ""FAL""}"
sr:competitor:1008651,"Adams, Julia",USA,USA,ADA,"{""id"": ""sr:competitor:1008651"", ""name"": ""Adams, Julia"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""ADA""}"
sr:competitor:154744,"Lee, Eunhye (2000)",Republic of Korea,KOR,LEE,"{""id"": ""sr:competitor:154744"", ""name"": ""Lee, Eunhye (2000)"", ""country"": ""Republic of Korea"", ""country_code"": ""KOR"", ""abbreviation"": ""LEE""}"
sr:competitor:147506,"Fourlis, Jaimee",Australia,AUS,FOU,"{""id"": ""sr:competitor:147506"", ""name"": ""Fourlis, Jaimee"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""FOU""}"
sr:competitor:208181,"Hatouka, Yuliya",Neutral,,HAT,"{""id"": ""sr:competitor:208181"", ""name"": ""Hatouka, Yuliya"", ""country"": ""Neutral"", ""abbreviation"": ""HAT""}"
sr:competitor:797346,"Zelinskaya, Daria",Neutral,,ZEL,"{""id"": ""sr:competitor:797346"", ""name"": ""Zelinskaya, Daria"", ""country"": ""Neutral"", ""abbreviation"": ""ZEL""}"
sr:competitor:857871,"de Stefano, Samira",Italy,ITA,DE,"{""id"": ""sr:competitor:857871"", ""name"": ""de Stefano, Samira"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""DE""}"
sr:competitor:1020177,"Huang, Yujia",China,CHN,HUA,"{""id"": ""sr:competitor:1020177"", ""name"": ""Huang, Yujia"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""HUA""}"
sr:competitor:849553,"Yao, Xinxin",China,CHN,YAO,"{""id"": ""sr:competitor:849553"", ""name"": ""Yao, Xinxin"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""YAO""}"
sr:competitor:517006,"Martinez Vaquero, Maria",Spain,ESP,MAR,"{""id"": ""sr:competitor:517006"", ""name"": ""Martinez Vaquero, Maria"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""MAR""}"
sr:competitor:152762,"Kuczer, Daria",Poland,POL,KUC,"{""id"": ""sr:competitor:152762"", ""name"": ""Kuczer, Daria"", ""country"": ""Poland"", ""country_code"": ""POL"", ""abbreviation"": ""KUC""}"
sr:competitor:341238,"Boehner, Laura",Germany,DEU,BOE,"{""id"": ""sr:competitor:341238"", ""name"": ""Boehner, Laura"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""BOE""}"
sr:competitor:337811,"Ortenzi, Jazmin",Argentina,ARG,ORT,"{""id"": ""sr:competitor:337811"", ""name"": ""Ortenzi, Jazmin"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""ORT""}"
sr:competitor:66516,"Ayukawa, Mana",Japan,JPN,AYU,"{""id"": ""sr:competitor:66516"", ""name"": ""Ayukawa, Mana"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""AYU""}"
sr:competitor:569009,"Ccuno, Romina",Peru,PER,CCU,"{""id"": ""sr:competitor:569009"", ""name"": ""Ccuno, Romina"", ""country"": ""Peru"", ""country_code"": ""PER"", ""abbreviation"": ""CCU""}"
sr:competitor:518748,"Rey Garcia, Alba",Spain,ESP,REY,"{""id"": ""sr:competitor:518748"", ""name"": ""Rey Garcia, Alba"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""REY""}"
sr:competitor:435794,"Zolotareva, Anastasia",Neutral,,ZOL,"{""id"": ""sr:competitor:435794"", ""name"": ""Zolotareva, Anastasia"", ""country"": ""Neutral"", ""abbreviation"": ""ZOL""}"
sr:competitor:225468,"Vagramov, Alexandra",Canada,CAN,VAG,"{""id"": ""sr:competitor:225468"", ""name"": ""Vagramov, Alexandra"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""VAG""}"
sr:competitor:335165,"Ku, Yeon Woo",Republic of Korea,KOR,YEO,"{""id"": ""sr:competitor:335165"", ""name"": ""Ku, Yeon Woo"", ""country"": ""Republic of Korea"", ""country_code"": ""KOR"", ""abbreviation"": ""YEO""}"
sr:competitor:341216,"Charaeva, Alina",Neutral,,CHA,"{""id"": ""sr:competitor:341216"", ""name"": ""Charaeva, Alina"", ""country"": ""Neutral"", ""abbreviation"": ""CHA""}"
sr:competitor:624838,"Shi, Han",China,CHN,SHI,"{""id"": ""sr:competitor:624838"", ""name"": ""Shi, Han"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""SHI""}"
